Case Number,Time,Date,Year,Type,Country,Fatal,Injury,Area,Location,Activity,Name,Victim's Gender,Age,Species,Predicted Gender
1951.02.03,Unknown,03-Feb-1951,1951.0,Unprovoked,AUSTRALIA,N,Shark's fin caused abrasion on his chest,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),Albert Pride,,20.0,Unknown,Male
1951.02.01,Unknown,01-Feb-1951,1951.0,Unprovoked,AUSTRALIA,N,Leg bitten,New South Wales,Bondi Beach,Swimming,Harry Sheen,,14.0,1.2 m [4'] shark,Male
1951.01.21,Afternoon,21-Jan-1951,1951.0,Unprovoked,SOUTH AFRICA,Y,"FATAL, right thigh bitten, leg severed at knee",KwaZulu-Natal,"Native Beach, Durban",Swimming,Hendrie Nkwazi,,19.0,Unknown,Male
1950.12.31,Unknown,31-Dec-1950,1950.0,Unprovoked,AUSTRALIA,N,"No injury, shark bit oar",Queensland,Kirra,Paddling a surfboat,Brian Love,,19.0,"Nurse shark, 10'",Male
1950.12.19.R,Unknown,Reported 19-Dec-1950,1950.0,Unprovoked,AUSTRALIA,N,Legs nipped,New South Wales,Jervis Bay,Swimming,2 swimmers,,24.0,"Wobbegong shark, 6'",
1950.12.16,Afternoon,16-Dec-1950,1950.0,Unprovoked,AUSTRALIA,Y,"FATAL, lower abdomen severely bitten & his left leg was severed",Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,"Desmond Quinlan, lifesaver",,20.0,Unknown,Male
1950.11.29,Unknown,29-Nov-1950,1950.0,Provoked,AUSTRALIA,N,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",Northern Territory,Goulburn Island,Diving,Irrwala,,17.0,2' shark,
1950.11.25,Afternoon,25-Nov-1950,1950.0,Unprovoked,AUSTRALIA,N,Part of buttocks & fingers severed,Queensland,"Burleigh Heads, Brisbane",Body surfing,Leo Vincent Ryan,,21.0,"White shark, 3m, seen in area and hooked 3 days later",Male
1950.11.12,Unknown,12-Nov-1950,1950.0,Watercraft,AUSTRALIA,N,"No injury to occupants, shark holed canoet",Queensland,Yeppoon,Paddling a canoe,A canoe; occupants Harry Goodson & Douglas Barnes,,18.0,10' shark,
1950.10.08,Afternoon,28-Oct-1950,1950.0,Unprovoked,USA,N,Right leg lacerated,California,"Imperial Beach, San Diego County",Body surfing / treading water,Robert B. Campbell,,31.0,White shark,Male
1950.10.04,Evening,04-Oct-1950,1950.0,Unprovoked,AUSTRALIA,N,Lacerations to right thumb and knee,Queensland,"Peterson's Beach, Sarina",Fishing,Valentine Sichter,,25.0,4' shark,Female
1950.08.06,Morning,06-Aug-1950,1950.0,Provoked,EL SALVADOR,N,Left thigh bitten by hooked shark PROVOKED INCIDENT,La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,Robert L. Bottini,,27.0,"1,100-lb shark",Male
1950.08.00,Morning,Aug-1950,1950.0,Unprovoked,SAUDI ARABIA,N,Tissue stripped knee to foot,Eastern Province,East of the Ras Tanura-Jubail area,Diving,a pearl diver,,24.0,Unknown,
1950.07.27.R,Unknown,Reported 27-Jul-1950,1950.0,Watercraft,AUSTRALIA,N,No injury to occupants,South Australia,Streaky Bay,Fishing,40' fishing cutter,,24.0,17' white shark,
1950.07.21,Unknown,21-Jul-1950,1950.0,Unprovoked,JAPAN,Y,FATAL,Sago Prefecture,Ariakeno Bay,Swimming,male,,19.0,Unknown,Male
1950.07.19,Unknown,1950.07.19,1950.0,Provoked,ITALY,N,Harpooned shark bit his forehead PROVOKED INCIDENT,Savona,Albenga,Fishing,male,,24.0,Unknown,Male
1950.07.10,Unknown,10-Jul-1950,1950.0,Unprovoked,USA,N,Laceration to leg,Texas,Near Port Arthur,Swimming,Mark Majors III,,11.0,Hammerhead shark,Male
1950.07.00,Unknown,Jul-1950,1950.0,Unprovoked,USA,N,Shallow lacerations on back of right thigh,Florida,"Rock Harbor, Key Largo, Monroe County","Goggle-diving for seaweeds, but standing in water",Warren Rathgen,,21.0,0.7 m [2.5'] shark,Male
1950.06.25,Unknown,25-Jun-1950,1950.0,Unprovoked,USA,N,"Gashes & lacerations on legs, foot lacerated.",New York,"Beach 103rd Street, Rockaway",Swimming,Joseph Salengo,,16.0,"""sand shark""",Male
1950.06.06,Morning,06-Jun-1950,1950.0,Sea Disaster,USA,Y,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Florida,275 miles northeast of Miami,Survived crash of two-engine C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA,Pedro Guzman,,25.0,Unknown,Male
1950.05.24,Morning,24-May-1950,1950.0,Unprovoked,SOUTH AFRICA,N,Left foot bitten,KwaZulu-Natal,Port Edward,Treading water,Dr. Leonard Read Tibbet,,27.0,Unknown,
1950.05.01,Unknown,01-May-1950,1950.0,Watercraft,ITALY,N,No injury,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Fishing on a boat,Remo Adriani,,24.0,"unknown, possibly a white shark",Male
1950.04.09.b,Unknown,09-Apr-1950,1950.0,Sea Disaster,AUSTRALIA,Y,FATAL,Queensland,Cooper's Point,"Sea Disaster, sinking of the fishing launch Mavis",John McDonald,,50.0,Unknown,Male
1950.04.09.a,Unknown,09-Apr-1950,1950.0,Unprovoked,SOUTH AFRICA,N,"Shark bit foot, removing 2 toes",Eastern Cape Province,Off Port Elizabeth breakwater,"Fishing, sitting in stern of small boat, feet dangling in the water",male,,24.0,2.13 m shark,Male
1950.03.26,Unknown,26-Mar-1950,1950.0,Unprovoked,SOUTH AFRICA,N,"Ankle & foot lacerated, defense wounds on hand",Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",Wading,Mr. N. Wright,,24.0,1.5 m to 1.8 m [5' to 6'] “spear-eye” shark,
1950.03.08,Evening,08-Mar-1950,1950.0,Unprovoked,SOUTH AFRICA,Y,FATAL,KwaZulu-Natal,"North Beach, Durban",Lifesaving drill,Brian Von Berg,,20.0,Unknown,Male
1950.03.01,Unknown,01-Mar-1950,1950.0,Invalid,AUSTRALIA,Unknown,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle. His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",Western Australia,"City Beach, Perth",Suicide,Peter Szott,,24.0,Invalid,Male
1950.02.18.R,Unknown,Reported 18-Feb-1950,1950.0,Unprovoked,AUSTRALIA,N,Minor injury to leg,Western Australia,"Cottesloe, Perth",Spearfishing,male,,24.0,small carpet shark,Male
1950.02.11,Afternoon,11-Feb-1950,1950.0,Unprovoked,SOUTH AFRICA,Y,"FATAL, body not recovered",KwaZulu-Natal,"South Beach, Durban",Body surfing,Clive Dumayne,,14.0,"White shark, 3.7 m [12'] according to witnesses",Male
1950.01.16,Evening,16-Jan-1950,1950.0,Invalid,USA,Unknown,"His remains were recovered from a “huge shark” caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",Hawaii,"Kahakuloa, Maui","Fishing, one of three fishermen swept into the sea by a large wave",Gilbert S. Hotta,,24.0,Shark involvement prior to death was not confirmed,Male
1950.01.12.R,Unknown,Reported 12-Jan-1950,1950.0,Unprovoked,AUSTRALIA,N,3 lacerations to heel,Victoria,South Werribee Beach,Swimming,D. Martin,,24.0,Unknown,
1950.00.00.m,Unknown,1950,1950.0,Watercraft,AUSTRALIA,N,"No injury to occupant, shark bit side of dinghy",Tasmania,Triabunna,Sitting on side of dinghy mending a net,Neil Drake,,24.0,"White shark, 3.6 m, 420 kg male",Male
1950.00.00.l,Unknown,1950,1950.0,Unprovoked,SRI LANKA,N,Buttock removed,Eastern Province,Heda Oya Estuary,Shark fishing,Aboobaker,,24.0,Possibly a lemon shark,
1950.00.00.k,Unknown,1950,1950.0,Unprovoked,SRI LANKA,N,"No injury, but shark damaged one of his swim fins",Southern Province,Dodnduwa,Spearfishing,Langston Pereira,,24.0,Whtietip reef shark,
1950.00.00.j,Unknown,1950 - 1951,1950.0,Unprovoked,LIBERIA,Y,FATAL,Montserrado,Monrovia,Defecating in water beneath the docks,a dock worker,,24.0,Unknown,
1950.00.00.i,Evening,Summer 1950,1950.0,Unprovoked,INDONESIA,Y,FATAL,Jakarta Harbour,On rock near Yacht Club,Bending over,child,,24.0,"Tiger shark, 3.7 m to 4.3 m [12' to 14']",
1950.00.00.h,Unknown,1950,1950.0,Unprovoked,USA,N,Arm bitten,Florida,"Jacksonville Beach, Duval County",Standing,George Carter,,24.0,Unknown,Male
1950.00.00.g,Unknown,1950s,1950.0,Invalid,USA,Unknown,"No injury from shark, scraped chest climbing out on reef",Hawaii,"Waikiki, O'ahu",Spearfishing,David Lloyd,,24.0,"Alleged to involve a white shark ""with little yellow eyes""",Male
1950.00.00.f,Afternoon,1950,1950.0,Unprovoked,PANAMA,N,Foot & hand severed,Canal Zone,300 yards west of mouth of the Chagres River,Bathing,"male, a US soldier",,24.0,2.7 m [9'] shark with black-tipped pectoral fins,
1950.00.00.c,Unknown,1950,1950.0,Unprovoked,NEW CALEDONIA,N,"Shark jumped from sea, taking fish & his right arm",North Province,"Voh, near meatworks","Spearfishing, but walking carrying fish on end of speargun",male,,24.0,Unknown,Male
1950.00.00.b,Unknown,Ca. 1950,1950.0,Unprovoked,NEW CALEDONIA,N,"Arm bitten, surgically amputated",North Province,Mangalia Reef above Touho,"Helmet diving, collecting trochus shell",male,,24.0,Unknown,Male
1949.12.00.a,Unknown,Dec-1949,1949.0,Unprovoked,AUSTRALIA,N,"No injury, Shark landed on top of him, knocked him back down 3 times",Victoria,Seaholme,Lying on the bottom of a 16' dinghy,Doug Miller,,35.0,"Grey nurse shark, 2.6 m [8.5']",Male
1949.11.20,Afternoon,20-Nov-1949,1949.0,Unprovoked,AUSTRALIA,N,Left arm bitten,New South Wales,"Kurnell, Botany Bay",Free diving or wading back to shore,William Edward Brown,,36.0,6' shark,Male
1949.11.12,Unknown,12-Nov-1949,1949.0,Invalid,AUSTRALIA,Unknown,Fatal or drowning or scavenging,Victoria,Port Phillip Bay,No details,John W. Smith,,24.0,Shark involvement prior to death not confirmed,Male
1949.08.28.b,Afternoon,28-Aug-1949,1949.0,Unprovoked,AUSTRALIA,N,Abdomen & chest abraded,Queensland,Yorkey’s Knob Beach near Cairns,Swimming,Brian Ware (rescuer),,21.0,Unknown,Male
1949.08.28.a,Afternoon,28-Aug-1949,1949.0,Unprovoked,AUSTRALIA,Y,"FATAL, right leg, thigh & fingers lacerated",Queensland,Yorkey’s Knob Beach near Cairns,Swimming,James Howard,,34.0,Unknown,Male
1949.08.17,Unknown,17-Aug-1949,1949.0,Invalid,ITALY,Unknown,No injury,Tuscany,Elba Island,Swimming,Domenico Murolo,,17.0,2 m shark,Male
1949.08.16,Afternoon,16-Aug-1949,1949.0,Unprovoked,AUSTRALIA,N,Hip lacerated,Tasmania,Flinders Island,Swimming near shore,Robert Kay,,18.0,Unknown,Male
1949.08.10.R,Unknown,Reported 10-Aug-1949,1949.0,Unprovoked,ITALY,N,Right hand severed,Calabria,Cosenza,Swimming,Giovanni Picarelli,,21.0,Unknown,Male
1949.07.28,Unknown,28-Jul-1949,1949.0,Unprovoked,IRAN,Y,"FATAL, thigh lacerated, femur exposed",Shatt-al-Arab River,Bashamir,Swimming,Ali,,18.0,Unknown,Male
1949.07.25,Afternoon,25-Jul-1949,1949.0,Unprovoked,USA,N,"Abdomen abraded, thigh lacerated",South Carolina,"Oketee River, Jasper County",Floating on his back,Ted Roach,,16.0,Unknown,Male
1949.07.16,Unknown,16-Jul-1949,1949.0,Provoked,USA,N,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,Raymond T. Gold,,16.0,"Bonita sharkk, 200-lb",Male
1949.05.16,Unknown,16-May-1949,1949.0,Unprovoked,AUSTRALIA,N,"Left arm severed above elbow, recovered 5 days afterwards from shark’s gut",Western Australia,Broome,Bathing,Mary Passaris,,22.0,"Whaler shark, 2.7 m [9'], 350- to 450-lb identified by G.P. Whitley",Female
1949.05.13,Unknown,13-May-1949,1949.0,Provoked,AUSTRALIA,N,Lacerations to right hand PROVOKED INCIDENT,New South Wales,Nelson's Bay,"Examining netted shark, that had been shot",Albert Hampton,,26.0,Unknown,Male
1949.04.18,Unknown,18-Apr-1949,1949.0,Provoked,AUSTRALIA,N,Toe bitten by netted shark PROVOKED INCIDENT,Queensland,"Nerang River, Southpot",Fishing,"""Lockie"" Smith",,24.0,3' shark,
1949.04.17,Afternoon,17-Apr-1949,1949.0,Unprovoked,AUSTRALIA,Y,"FATAL, left leg severed",Queensland,"Ellis Beach, 20 miles from Cairns",Bathing in water 0.9 m deep,Richard Joseph Maguire,,13.0,"3.3 m [10'9""] shark",Male
1949.04.13,Unknown,13-Apr-1949,1949.0,Unprovoked,MEXICO,N,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",Tamaulipas,"Miramar Beach, Tampico",Bathing,male,,24.0,Unknown,Male
1949.01.23,Afternoon,23-Jan-1949,1949.0,Unprovoked,AUSTRALIA,Y,FATAL,New South Wales,"Bar Beach, Newcastle",Lifesaving exhibition,Ray Land,,20.0,"White shark, 3.6 m [11'9""]",Male
1949.01.14,Afternoon,14-Jan-1949,1949.0,Invalid,AUSTRALIA,Unknown,"No injury, chased by 3 sharks",New South Wales,Off North Bondi,Surfing,Vince Wilson,,32.0,Invalid,Male
1949.01.13,Unknown,13-Jan-1949,1949.0,Unprovoked,AUSTRALIA,N,"No injury, shark bumped ski",New South Wales,"Mona Vale, near Sydney",Surf skiing,Don Dixon,,24.0,Unknown,Male
1949.00.00.g,Unknown,1949-1950,1949.0,Watercraft,ITALY,N,No injury to occupant,Tyrrhenian Sea,San Vincenzo,"Fishing, on a boat",male,,24.0,White shark,Male
1949.00.00.c,Unknown,1949,1949.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, ""Nearly bitten in two through loin"".",Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta.",Spearfishing,male,,18.0,Unknown,Male
1949.00.00.b,Unknown,1949,1949.0,Unprovoked,PAPUA NEW GUINEA,N,Hand severed,Bougainville (North Solomons),"Sohano Island, Buka Passage",Swimming close to wharf,male,,24.0,Unknown,Male
1949.00.00.a,Unknown,1949,1949.0,Unprovoked,NEW GUINEA,Y,"FATAL. One man's abdomen removed, the other received severe multiple injuries.","Abau Sub District, Central Province",Kerpuna,Swimming,2 males,,24.0,Unknown,
1948.12.27,Unknown,27-Dec-1948,1948.0,Unprovoked,AUSTRALIA,Y,"FATAL, disappeared while swimming",Western Australia,Lancelin Island,Swimming,Arthur Strahan,,17.0,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,Male
1948.12.26,Morning,26-Dec-1948,1948.0,Unprovoked,AUSTRALIA,Y,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee",Queensland,"King’s Beach, Caloundra","Treading water, waiting for a wave",Eric Keys,,28.0,Unknown,Male
1948.12.14.a,Unknown,14-Dec-1948,1948.0,Unprovoked,CUBA,N,"2 hours later shark bit Jeppsen’s feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",Guantanamo Province,10 miles off Cape Maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didn’t notice they were missing",Bret Jeppsen,,14.0,Unknown,Male
1948.12.10,Unknown,10-Dec-1948,1948.0,Unprovoked,AUSTRALIA,N,Hand injured,Queensland,Rib Reef off Townsville,Fishing,Hans Vegsund,,24.0,Unknown,Male
1948.11.18,Unknown,18-Nov-1948,1948.0,Unprovoked,AUSTRALIA,N,Leg bitten,Torres Strait,"Saibai Island, 80 miles north of Cape York",Pearl diving,Metuela Mau,,41.0,Unknown,
1948.09.22,Afternoon,22-Sep-1948,1948.0,Unprovoked,GREECE,Y,FATAL,Attica,Keratsini,Swimming,Dimitris Parassakis,,17.0,Said to be 6.4 m [21'] shark,Male
1948.09.19.b,Unknown,19-Sep-1948,1948.0,Unprovoked,USA,N,Leg bitten,Hawaii,"Off Makapauu Point, O'ahu",Swimming,Noah Kalama,,24.0,Unknown,Male
1948.09.19.a,Unknown,19-Sep-1948,1948.0,Unprovoked,USA,N,Survived,Hawaii,"Off Makapauu Point, O'ahu",Fishing,male,,24.0,Unknown,Male
1948.09.17.R,Unknown,Reported 17-Sep-1848,1848.0,Unprovoked,TURKEY,Y,FATAL,Adana Province,Yumurtalik,Swimming,Ali Kaymaz,,24.0,Unknown,Male
1948.08.03,Unknown,03-Aug-1948,1948.0,Unprovoked,IRAN,N,"Quadriceps lacerated, femur exposed",Shatt-al-Arab River,Bashamir,Swimming,Ismail,,15.0,Unknown,Male
1948.08.00,Unknown,Aug-1948,1948.0,Provoked,BAHAMAS,N,Shark that he speared bit his calf PROVOKED INCIDENT,Bimini Islands,Lerner Marine Laboratory,Spearing a shark,"Francisco Edmund Blanc, a scientist from National Museum in Paris",,41.0,"Lemon shark, 4'",Male
1948.07.01,Unknown,01-Jul-1948,1948.0,Unprovoked,USA,Y,FATAL,US Virgin Islands,"St. John, Genti Bay",Swimming,Clide Osborne,,46.0,Unknown,
1948.04.10,Unknown,10-Apr-1948,1948.0,Provoked,SOUTH AFRICA,N,Groenwald's arm lacerated by the shark PROVOKED INCIDENT,Western Cape Province,Gansbaai,"Bringing hooked, harpooned shark onboard boat","boat, occupants, P. Groenwald and others",,24.0,Unknown,
1948.03.00,Unknown,Mar-1948,1948.0,Provoked,PAPUA NEW GUINEA,N,Leg bitten by shark that he had speared PROVOKED INCIDENT,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,Reiman,,30.0,"""grey shark""",
1948.02.13,Unknown,13-Feb-1948,1948.0,Sea Disaster,USA,Y,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark",Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico","C47 aircraft carrying 5,000 lbs of ice ditched in the sea","Pilot, Neil Womack",,24.0,Unknown,
1948.02.12,Unknown,12-Feb-1948,1948.0,Unprovoked,AUSTRALIA,Y,"FATAL, right thigh & leg bitten",New South Wales,"Stockton Beach, Newcastle",Swimming,Ronald Johnson,,16.0,3.7 m [12'] shark,Male
1948.01.25,Unknown,25-Jan-1948,1948.0,Unprovoked,AUSTRALIA,N,"No injury, ski bitten",New South Wales,"Mona Vale, near Sydney",Surf skiing,David Button,,24.0,6' shark,Male
1948.00.00.d,Afternoon,Summer 1948,1948.0,Provoked,USA,N,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,Florida,Biscayne Bay,Underwater photography,Charles L. Morgan,,48.0,Nurse shark,Male
1948.00.00.c,Unknown,1948,1948.0,Unprovoked,NEW GUINEA,N,Right hand bitten,Morobe Province,Finschafen,"Fishing, holding fish in right hand",male,,24.0,Unknown,Male
1948.00.00.b,Unknown,1948,1948.0,Provoked,PAPUA NEW GUINEA,N,Bitten on face while taking shark off spear PROVOKED INCIDENT,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",Spearfishing,male,,24.0,Unknown,Male
1948.00.00.a,Unknown,1948,1948.0,Watercraft,SOUTH AFRICA,N,"No injury to occupants, boat holed by shark",Western Cape Province,False Bay,Fishing,boat  Marie,,24.0,Unknown,
1947.12.21,Unknown,21-Dec-1947,1947.0,Unprovoked,AUSTRALIA,N,Leg gashed,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,Don Ireland,,9.0,Grey nurse shark,Male
1947.11.23,Unknown,23-Nov-1947,1947.0,Watercraft,AUSTRALIA,N,"No injury to occupants, shark made 20 to 30 rushes at dinghy",South Australia,3 miles out to sea off Glenelg,Fishing,10' dinghy,,24.0,5.5 m [18'] shark,
1947.11.14.b,Unknown,14-Nov-1947,1947.0,Unprovoked,AUSTRALIA,N,"No injury, ski bumped",New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,Peter Curruthers,,17.0,Unknown,Male
1947.11.14.a,Unknown,14-Nov-1947,1947.0,Unprovoked,AUSTRALIA,N,"No injury, ski bumped",New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,John Martini,,16.0,Unknown,Male
1947.11.08.b,Afternoon,08-Nov-1947,1947.0,Unprovoked,AUSTRALIA,Y,"FATAL, leg severed at knee",New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,Edwin Elford,,12.0,Unknown,Male
1947.11.08.a,Afternoon,08-Nov-1947,1947.0,Unprovoked,AUSTRALIA,N,Thighs & knee lacerated,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,Rupert Elford,,13.0,Unknown,Male
1947.10.28,Unknown,28-Oct-1947,1947.0,Unprovoked,AUSTRALIA,N,Kneecap removed,Northern Territory,"Mornington Island, Gulf of Carpentaria",Fishing in waist-deep water,"Dan, an aboriginal",,24.0,Unknown,
1947.10.10,Unknown,10-Oct-1947,1947.0,Unprovoked,BRAZIL,Y,FATAL,Pernambuco,Piedade,Swimming,Father Serafin de Oliveira,,25.0,Unknown,
1947.08.04,Unknown,04-Aug-1947,1947.0,Unprovoked,USA,Y,"FATAL, calf bitten, leg surgically amputated",Florida,In a canal 10 miles north of St Augustine,Swimming,"Ralph Reginald Rives, Jr.",,20.0,Possibly C. leucas,Male
1947.07.27.R,Unknown,Reported 27-Jul-1947,1947.0,Provoked,USA,N,PROVOKED INCIDENT,California,"Santa Monica, Los Angeles County",Fishing,Philip Dorn,,46.0,a small shark,Male
1947.07.24.R,Unknown,Reported 24-Jul-1947,1947.0,Unprovoked,AUSTRALIA,N,Suit ripped,Northern Territory,Darwin Harbour,Diving,A.S. Festing,,24.0,"Most likely, a small shark",
1947.07.15,Morning,15-Jul-1947,1947.0,Unprovoked,SOUTH AFRICA,N,Right thigh lacerated,KwaZulu-Natal,"North Beach, Durban",Swimming,Keith Daldorf,,20.0,Unknown,Male
1947.07.00,Unknown,Jul-1947,1947.0,Invalid,GREECE,Unknown,Shark involvement unconfirmed,Carpathian Sea,Dodecanese Islands,Jumped overboard,Nickolas Doulis,,24.0,Questionable,Male
1947.06.27,Morning,27-Jun-1947,1947.0,Unprovoked,USA,N,"Left forearm, arm & leg lacerated",Hawaii,"Off Waianae, O'ahu",Fishing,Valentin Limatoc,,35.0,Unknown,Male
1947.06.16,Unknown,16-Jun-1947,1947.0,Watercraft,AUSTRALIA,N,"No injury to occupants, shark bumped & lifted dinghy",New South Wales,Coogee,Fishing,12-foot dinghy Occupants: R. Hunt & a friend.,,24.0,"Tiger shark, 14'",
1947.05.13.R,Unknown,Reported 13-May-1947,1947.0,Unprovoked,KENYA,N,Knee grazed,Coast Province,"Kilindini Harbor, Mombasa",Swimming,merchant seaman,,24.0,Unknown,
1947.04.20,Afternoon,20-Apr-1947,1947.0,Unprovoked,SOUTH AFRICA,N,Ankle & shin lacerated,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,"Aubrey ""Bill"" Nielsen",,21.0,"1.5 m, 45-kg shark",
